,treatment,date,stage,subject,picturechoice1,picturechoice2,picturechoice3,picturechoice4,picturechoice5,mytype,r1s1_giveA,r2s1_giveA,r3s1_giveA,r4s1_giveA,r5s1_giveA,r1s1_giveB,r2s1_giveB,r3s1_giveB,r4s1_giveB,r5s1_giveB,r1s2_giveA,r2s2_giveA,r3s2_giveA,r4s2_giveA,r5s2_giveA,r1s2_giveB,r2s2_giveB,r3s2_giveB,r4s2_giveB,r5s2_giveB,r1s3_giveA,r2s3_giveA,r3s3_giveA,r4s3_giveA,r5s3_giveA,r1s3_giveB,r2s3_giveB,r3s3_giveB,r4s3_giveB,r5s3_giveB,round,myrole,actforsame,actforother,mypayoff,opponentid,opponenttype,sametype,opponentrole,game,payoffA_Aout,payoffB_Aout,payoffA_Bact1,payoffB_Bact1,payoffA_Bact2,payoffB_Bact2,paintingawards,stage2_payoff,myrole(A/B),choice,subjectID
0,control,050316PQ,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,8.0,,,1.0,Dict 1,,,400.0,400.0,750.0,400.0,,,B,B1,050316PQ-1
1,control,050316PQ,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,2.0,,400.0,2.0,,,1.0,Dict 1,,,400.0,400.0,750.0,400.0,,,B,B2,050316PQ-4
2,control,050316PQ,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,2.0,,400.0,6.0,,,1.0,Dict 1,,,400.0,400.0,750.0,400.0,,,B,B2,050316PQ-10
3,control,050316PQ,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,2.0,,400.0,12.0,,,1.0,Dict 1,,,400.0,400.0,750.0,400.0,,,B,B2,050316PQ-11
4,control,050316PQ,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,9.0,,,1.0,Dict 1,,,400.0,400.0,750.0,400.0,,,B,B1,050316PQ-13
5,control,050316PQ,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,2.0,,400.0,5.0,,,1.0,Dict 1,,,400.0,400.0,750.0,400.0,,,B,B2,050316PQ-14
12,control,050316PQ,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1,1.0,,750.0,6.0,,,2.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,A,A1,050316PQ-1
13,control,050316PQ,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1,2.0,,750.0,10.0,,,2.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,A,A2,050316PQ-2
14,control,050316PQ,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1,2.0,,750.0,14.0,,,2.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,A,A2,050316PQ-4
15,control,050316PQ,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2,1.0,,0.0,3.0,,,1.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,B,B1,050316PQ-5
16,control,050316PQ,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2,2.0,,0.0,1.0,,,1.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,B,B2,050316PQ-6
17,control,050316PQ,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1,1.0,,750.0,13.0,,,2.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,A,A1,050316PQ-7
18,control,050316PQ,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2,2.0,,400.0,12.0,,,1.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,B,B2,050316PQ-8
19,control,050316PQ,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1,2.0,,750.0,11.0,,,2.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,A,A2,050316PQ-9
20,control,050316PQ,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2,2.0,,400.0,2.0,,,1.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,B,B2,050316PQ-10
21,control,050316PQ,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2,2.0,,400.0,9.0,,,1.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,B,B2,050316PQ-11
22,control,050316PQ,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1,2.0,,750.0,8.0,,,2.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,A,A2,050316PQ-12
23,control,050316PQ,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2,1.0,,0.0,7.0,,,1.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,B,B1,050316PQ-13
24,control,050316PQ,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2,2.0,,400.0,4.0,,,1.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,B,B2,050316PQ-14
25,control,050316PQ,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,1.0,,0.0,13.0,,,1.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,B,B1,050316PQ-1
26,control,050316PQ,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,,800.0,7.0,,,2.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,A,A1,050316PQ-2
27,control,050316PQ,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,,800.0,8.0,,,2.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,A,A1,050316PQ-4
28,control,050316PQ,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,,800.0,6.0,,,2.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,A,A1,050316PQ-5
29,control,050316PQ,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,1.0,,0.0,5.0,,,1.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,B,B1,050316PQ-6
30,control,050316PQ,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,2.0,,0.0,2.0,,,1.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,B,B2,050316PQ-7
31,control,050316PQ,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,1.0,,0.0,4.0,,,1.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,B,B1,050316PQ-8
32,control,050316PQ,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,,800.0,14.0,,,2.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,A,A1,050316PQ-9
33,control,050316PQ,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,2.0,,0.0,11.0,,,1.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,B,B2,050316PQ-10
34,control,050316PQ,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,,800.0,10.0,,,2.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,A,A1,050316PQ-11
35,control,050316PQ,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,1.0,,0.0,3.0,,,1.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,B,B1,050316PQ-12
36,control,050316PQ,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,,800.0,1.0,,,2.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,A,A1,050316PQ-13
37,control,050316PQ,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,2.0,,0.0,9.0,,,1.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,B,B2,050316PQ-14
77,control,050318OT,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,14.0,,,1.0,Dict 2,,,400.0,400.0,750.0,375.0,,,B,B1,050318OT-2
78,control,050318OT,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,2.0,,375.0,7.0,,,1.0,Dict 2,,,400.0,400.0,750.0,375.0,,,B,B2,050318OT-5
79,control,050318OT,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,8.0,,,1.0,Dict 2,,,400.0,400.0,750.0,375.0,,,B,B1,050318OT-6
80,control,050318OT,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,9.0,,,1.0,Dict 2,,,400.0,400.0,750.0,375.0,,,B,B1,050318OT-10
81,control,050318OT,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,2.0,,375.0,1.0,,,1.0,Dict 2,,,400.0,400.0,750.0,375.0,,,B,B2,050318OT-11
82,control,050318OT,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,4.0,,,1.0,Dict 2,,,400.0,400.0,750.0,375.0,,,B,B1,050318OT-12
83,control,050318OT,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,16.0,,,1.0,Dict 2,,,400.0,400.0,750.0,375.0,,,B,B1,050318OT-13
84,control,050318OT,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,3.0,,,1.0,Dict 2,,,400.0,400.0,750.0,375.0,,,B,B1,050318OT-15
101,control,050318OT,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,1.0,,400.0,9.0,,,1.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,B,B1,050318OT-1
102,control,050318OT,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,,750.0,7.0,,,2.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,A,A1,050318OT-2
103,control,050318OT,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,,750.0,8.0,,,2.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,A,A1,050318OT-3
104,control,050318OT,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,1.0,,0.0,10.0,,,1.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,B,B1,050318OT-4
105,control,050318OT,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,2.0,,750.0,16.0,,,2.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,A,A2,050318OT-5
106,control,050318OT,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,2.0,,750.0,11.0,,,2.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,A,A2,050318OT-6
107,control,050318OT,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,1.0,,0.0,2.0,,,1.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,B,B1,050318OT-7
108,control,050318OT,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,1.0,,0.0,3.0,,,1.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,B,B1,050318OT-8
109,control,050318OT,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,2.0,,400.0,1.0,,,2.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,A,A2,050318OT-9
110,control,050318OT,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,,750.0,4.0,,,2.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,A,A1,050318OT-10
111,control,050318OT,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,2.0,,375.0,6.0,,,1.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,B,B2,050318OT-11
112,control,050318OT,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,1.0,,400.0,14.0,,,1.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,B,B1,050318OT-12
113,control,050318OT,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,2.0,,750.0,15.0,,,2.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,A,A2,050318OT-13
114,control,050318OT,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,2.0,,400.0,12.0,,,2.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,A,A2,050318OT-14
115,control,050318OT,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,2.0,,375.0,13.0,,,1.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,B,B2,050318OT-15
116,control,050318OT,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,2.0,,375.0,5.0,,,1.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,B,B2,050318OT-16
117,control,050318OT,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1,1.0,,750.0,7.0,,,2.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,A,A1,050318OT-1
118,control,050318OT,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2,1.0,,600.0,8.0,,,1.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,B,B1,050318OT-2
119,control,050318OT,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1,1.0,,750.0,4.0,,,2.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,A,A1,050318OT-3
120,control,050318OT,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2,2.0,,100.0,3.0,,,1.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,B,B2,050318OT-4
121,control,050318OT,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1,2.0,,300.0,11.0,,,2.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,A,A2,050318OT-5
122,control,050318OT,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1,1.0,,750.0,14.0,,,2.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,A,A1,050318OT-6
123,control,050318OT,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2,1.0,,100.0,1.0,,,1.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,B,B1,050318OT-7
124,control,050318OT,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1,2.0,,300.0,2.0,,,2.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,A,A2,050318OT-8
125,control,050318OT,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1,2.0,,700.0,13.0,,,2.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,A,A2,050318OT-9
126,control,050318OT,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2,1.0,,100.0,16.0,,,1.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,B,B1,050318OT-10
127,control,050318OT,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2,1.0,,600.0,5.0,,,1.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,B,B1,050318OT-11
128,control,050318OT,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1,1.0,,750.0,15.0,,,2.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,A,A1,050318OT-12
129,control,050318OT,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2,2.0,,500.0,9.0,,,1.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,B,B2,050318OT-13
130,control,050318OT,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2,2.0,,100.0,6.0,,,1.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,B,B2,050318OT-14
131,control,050318OT,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2,1.0,,100.0,12.0,,,1.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,B,B1,050318OT-15
132,control,050318OT,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1,1.0,,750.0,10.0,,,2.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,A,A1,050318OT-16
133,control,050318OT,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2,2.0,,600.0,8.0,,,1.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,B,B2,050318OT-1
134,control,050318OT,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1,1.0,,700.0,4.0,,,2.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,A,A1,050318OT-2
135,control,050318OT,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2,2.0,,200.0,16.0,,,1.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,B,B2,050318OT-3
136,control,050318OT,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2,2.0,,200.0,2.0,,,1.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,B,B2,050318OT-4
137,control,050318OT,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2,2.0,,600.0,14.0,,,1.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,B,B2,050318OT-5
138,control,050318OT,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1,2.0,,600.0,15.0,,,2.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,A,A2,050318OT-6
139,control,050318OT,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2,2.0,,600.0,13.0,,,1.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,B,B2,050318OT-7
140,control,050318OT,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1,2.0,,600.0,1.0,,,2.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,A,A2,050318OT-8
141,control,050318OT,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2,2.0,,200.0,12.0,,,1.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,B,B2,050318OT-9
142,control,050318OT,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1,1.0,,700.0,11.0,,,2.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,A,A1,050318OT-10
143,control,050318OT,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2,1.0,,200.0,10.0,,,1.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,B,B1,050318OT-11
144,control,050318OT,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1,1.0,,700.0,9.0,,,2.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,A,A1,050318OT-12
145,control,050318OT,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1,2.0,,600.0,7.0,,,2.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,A,A2,050318OT-13
146,control,050318OT,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1,2.0,,600.0,5.0,,,2.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,A,A2,050318OT-14
147,control,050318OT,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2,2.0,,600.0,6.0,,,1.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,B,B2,050318OT-15
148,control,050318OT,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1,1.0,,700.0,3.0,,,2.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,A,A1,050318OT-16
165,control,050319OR,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,2.0,,400.0,12.0,,,1.0,Dict 1,,,400.0,400.0,750.0,400.0,,,B,B2,050319OR-1
166,control,050319OR,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,8.0,,,1.0,Dict 1,,,400.0,400.0,750.0,400.0,,,B,B1,050319OR-2
167,control,050319OR,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,2.0,,400.0,9.0,,,1.0,Dict 1,,,400.0,400.0,750.0,400.0,,,B,B2,050319OR-3
168,control,050319OR,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,2.0,,400.0,15.0,,,1.0,Dict 1,,,400.0,400.0,750.0,400.0,,,B,B2,050319OR-6
169,control,050319OR,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,2.0,,400.0,4.0,,,1.0,Dict 1,,,400.0,400.0,750.0,400.0,,,B,B2,050319OR-7
170,control,050319OR,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,2.0,,400.0,5.0,,,1.0,Dict 1,,,400.0,400.0,750.0,400.0,,,B,B2,050319OR-10
171,control,050319OR,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,11.0,,,1.0,Dict 1,,,400.0,400.0,750.0,400.0,,,B,B1,050319OR-13
