,treatment,date,stage,subject,picturechoice1,picturechoice2,picturechoice3,picturechoice4,picturechoice5,mytype,r1s1_giveA,r2s1_giveA,r3s1_giveA,r4s1_giveA,r5s1_giveA,r1s1_giveB,r2s1_giveB,r3s1_giveB,r4s1_giveB,r5s1_giveB,r1s2_giveA,r2s2_giveA,r3s2_giveA,r4s2_giveA,r5s2_giveA,r1s2_giveB,r2s2_giveB,r3s2_giveB,r4s2_giveB,r5s2_giveB,r1s3_giveA,r2s3_giveA,r3s3_giveA,r4s3_giveA,r5s3_giveA,r1s3_giveB,r2s3_giveB,r3s3_giveB,r4s3_giveB,r5s3_giveB,round,myrole,actforsame,actforother,mypayoff,opponentid,opponenttype,sametype,opponentrole,game,payoffA_Aout,payoffB_Aout,payoffA_Bact1,payoffB_Bact1,payoffA_Bact2,payoffB_Bact2,paintingawards,stage2_payoff,myrole(A/B),choice,subjectID
172,control,050319OR,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,14.0,,,1.0,Dict 1,,,400.0,400.0,750.0,400.0,,,B,B1,050319OR-16
181,control,050319OR,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1,2.0,,750.0,2.0,,,2.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,A,A2,050319OR-1
182,control,050319OR,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2,2.0,,400.0,1.0,,,1.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,B,B2,050319OR-2
183,control,050319OR,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1,2.0,,750.0,8.0,,,2.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,A,A2,050319OR-3
184,control,050319OR,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2,2.0,,400.0,15.0,,,1.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,B,B2,050319OR-4
185,control,050319OR,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2,1.0,,400.0,7.0,,,1.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,B,B1,050319OR-5
186,control,050319OR,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2,2.0,,0.0,14.0,,,1.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,B,B2,050319OR-6
187,control,050319OR,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1,2.0,,400.0,5.0,,,2.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,A,A2,050319OR-7
188,control,050319OR,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2,2.0,,400.0,3.0,,,1.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,B,B2,050319OR-8
189,control,050319OR,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1,1.0,,750.0,13.0,,,2.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,A,A1,050319OR-9
190,control,050319OR,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2,2.0,,400.0,16.0,,,1.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,B,B2,050319OR-10
191,control,050319OR,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1,2.0,,400.0,12.0,,,2.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,A,A2,050319OR-11
192,control,050319OR,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2,1.0,,400.0,11.0,,,1.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,B,B1,050319OR-12
193,control,050319OR,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2,1.0,,0.0,9.0,,,1.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,B,B1,050319OR-13
194,control,050319OR,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1,1.0,,750.0,6.0,,,2.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,A,A1,050319OR-14
195,control,050319OR,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1,2.0,,750.0,4.0,,,2.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,A,A2,050319OR-15
196,control,050319OR,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1,2.0,,750.0,10.0,,,2.0,Resp 1a,750.0,0.0,400.0,400.0,750.0,400.0,,,A,A2,050319OR-16
197,control,050319OR,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,2.0,,400.0,7.0,,,1.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,B,B2,050319OR-1
198,control,050319OR,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,1.0,,800.0,16.0,,,1.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,B,B1,050319OR-2
199,control,050319OR,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,,800.0,5.0,,,2.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,A,A1,050319OR-3
200,control,050319OR,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,2.0,,0.0,13.0,,,2.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,A,A2,050319OR-4
201,control,050319OR,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,2.0,,0.0,3.0,,,1.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,B,B2,050319OR-5
202,control,050319OR,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,2.0,,0.0,12.0,,,1.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,B,B2,050319OR-6
203,control,050319OR,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,2.0,,400.0,1.0,,,2.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,A,A2,050319OR-7
204,control,050319OR,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,2.0,,0.0,15.0,,,1.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,B,B2,050319OR-8
205,control,050319OR,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,1.0,,0.0,14.0,,,1.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,B,B1,050319OR-9
206,control,050319OR,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,2.0,,0.0,11.0,,,1.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,B,B2,050319OR-10
207,control,050319OR,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,,800.0,10.0,,,2.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,A,A1,050319OR-11
208,control,050319OR,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,,800.0,6.0,,,2.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,A,A1,050319OR-12
209,control,050319OR,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,1.0,,800.0,4.0,,,1.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,B,B1,050319OR-13
210,control,050319OR,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,,800.0,9.0,,,2.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,A,A1,050319OR-14
211,control,050319OR,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,,800.0,8.0,,,2.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,A,A1,050319OR-15
212,control,050319OR,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,2.0,,0.0,2.0,,,2.0,Resp 5a,800.0,0.0,0.0,800.0,400.0,400.0,,,A,A2,050319OR-16
261,control,050325PO,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,2.0,,375.0,4.0,,,1.0,Dict 2,,,400.0,400.0,750.0,375.0,,,B,B2,050325PO-1
262,control,050325PO,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,2.0,,,1.0,Dict 2,,,400.0,400.0,750.0,375.0,,,B,B1,050325PO-7
263,control,050325PO,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,8.0,,,1.0,Dict 2,,,400.0,400.0,750.0,375.0,,,B,B1,050325PO-10
264,control,050325PO,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,5.0,,,1.0,Dict 2,,,400.0,400.0,750.0,375.0,,,B,B1,050325PO-11
265,control,050325PO,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,2.0,,375.0,3.0,,,1.0,Dict 2,,,400.0,400.0,750.0,375.0,,,B,B2,050325PO-12
266,control,050325PO,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,9.0,,,1.0,Dict 2,,,400.0,400.0,750.0,375.0,,,B,B1,050325PO-14
267,control,050325PO,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,13.0,,,1.0,Dict 2,,,400.0,400.0,750.0,375.0,,,B,B1,050325PO-15
268,control,050325PO,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,6.0,,,1.0,Dict 2,,,400.0,400.0,750.0,375.0,,,B,B1,050325PO-16
285,control,050325PO,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,,750.0,7.0,,,2.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,A,A1,050325PO-1
286,control,050325PO,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,,750.0,16.0,,,2.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,A,A1,050325PO-2
287,control,050325PO,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,,750.0,5.0,,,2.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,A,A1,050325PO-3
288,control,050325PO,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,1.0,,400.0,9.0,,,1.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,B,B1,050325PO-4
289,control,050325PO,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,2.0,,0.0,3.0,,,1.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,B,B2,050325PO-5
290,control,050325PO,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,1.0,,0.0,10.0,,,1.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,B,B1,050325PO-6
291,control,050325PO,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,1.0,,0.0,1.0,,,1.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,B,B1,050325PO-7
292,control,050325PO,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,1.0,,400.0,12.0,,,1.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,B,B1,050325PO-8
293,control,050325PO,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,2.0,,400.0,4.0,,,2.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,A,A2,050325PO-9
294,control,050325PO,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,,750.0,6.0,,,2.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,A,A1,050325PO-10
295,control,050325PO,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,2.0,,750.0,13.0,,,2.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,A,A2,050325PO-11
296,control,050325PO,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,2.0,,400.0,8.0,,,2.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,A,A2,050325PO-12
297,control,050325PO,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,2.0,,375.0,11.0,,,1.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,B,B2,050325PO-13
298,control,050325PO,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,,750.0,15.0,,,2.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,A,A1,050325PO-14
299,control,050325PO,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,1.0,,0.0,14.0,,,1.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,B,B1,050325PO-15
300,control,050325PO,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,1.0,,0.0,2.0,,,1.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,B,B1,050325PO-16
301,control,050325PO,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2,1.0,,600.0,12.0,,,1.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,B,B1,050325PO-1
302,control,050325PO,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1,1.0,,750.0,5.0,,,2.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,A,A1,050325PO-2
303,control,050325PO,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1,1.0,,750.0,4.0,,,2.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,A,A1,050325PO-3
304,control,050325PO,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2,2.0,,100.0,3.0,,,1.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,B,B2,050325PO-4
305,control,050325PO,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2,1.0,,100.0,2.0,,,1.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,B,B1,050325PO-5
306,control,050325PO,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2,1.0,,100.0,13.0,,,1.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,B,B1,050325PO-6
307,control,050325PO,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1,1.0,,750.0,11.0,,,2.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,A,A1,050325PO-7
308,control,050325PO,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2,1.0,,100.0,14.0,,,1.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,B,B1,050325PO-8
309,control,050325PO,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2,2.0,,100.0,10.0,,,1.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,B,B2,050325PO-9
310,control,050325PO,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1,1.0,,750.0,9.0,,,2.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,A,A1,050325PO-10
311,control,050325PO,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2,2.0,,100.0,7.0,,,1.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,B,B2,050325PO-11
312,control,050325PO,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1,2.0,,300.0,1.0,,,2.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,A,A2,050325PO-12
313,control,050325PO,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1,1.0,,750.0,6.0,,,2.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,A,A1,050325PO-13
314,control,050325PO,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1,1.0,,750.0,8.0,,,2.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,A,A1,050325PO-14
315,control,050325PO,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1,1.0,,750.0,16.0,,,2.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,A,A1,050325PO-15
316,control,050325PO,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2,2.0,,100.0,15.0,,,1.0,Resp 3,750.0,100.0,300.0,600.0,700.0,500.0,,,B,B2,050325PO-16
317,control,050325PO,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2,2.0,,200.0,14.0,,,1.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,B,B2,050325PO-1
318,control,050325PO,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1,1.0,,700.0,4.0,,,2.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,A,A1,050325PO-2
319,control,050325PO,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1,2.0,,600.0,10.0,,,2.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,A,A2,050325PO-3
320,control,050325PO,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2,2.0,,200.0,2.0,,,1.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,B,B2,050325PO-4
321,control,050325PO,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1,1.0,,700.0,15.0,,,2.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,A,A1,050325PO-5
322,control,050325PO,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2,2.0,,600.0,7.0,,,1.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,B,B2,050325PO-6
323,control,050325PO,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1,2.0,,600.0,6.0,,,2.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,A,A2,050325PO-7
324,control,050325PO,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2,2.0,,600.0,16.0,,,1.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,B,B2,050325PO-8
325,control,050325PO,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2,2.0,,600.0,13.0,,,1.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,B,B2,050325PO-9
326,control,050325PO,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2,2.0,,600.0,3.0,,,1.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,B,B2,050325PO-10
327,control,050325PO,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1,2.0,,600.0,12.0,,,2.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,A,A2,050325PO-11
328,control,050325PO,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2,2.0,,600.0,11.0,,,1.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,B,B2,050325PO-12
329,control,050325PO,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1,2.0,,600.0,9.0,,,2.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,A,A2,050325PO-13
330,control,050325PO,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1,1.0,,700.0,1.0,,,2.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,A,A1,050325PO-14
331,control,050325PO,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2,2.0,,200.0,5.0,,,1.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,B,B2,050325PO-15
332,control,050325PO,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1,2.0,,600.0,8.0,,,2.0,Resp 4,700.0,200.0,200.0,700.0,600.0,600.0,,,A,A2,050325PO-16
349,control,050326P3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,6.0,,,1.0,Dict 2,,,400.0,400.0,750.0,375.0,,,B,B1,050326P3-2
350,control,050326P3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,11.0,,,1.0,Dict 2,,,400.0,400.0,750.0,375.0,,,B,B1,050326P3-3
351,control,050326P3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,5.0,,,1.0,Dict 2,,,400.0,400.0,750.0,375.0,,,B,B1,050326P3-4
352,control,050326P3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,1.0,,,1.0,Dict 2,,,400.0,400.0,750.0,375.0,,,B,B1,050326P3-7
353,control,050326P3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,8.0,,,1.0,Dict 2,,,400.0,400.0,750.0,375.0,,,B,B1,050326P3-9
354,control,050326P3,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,,400.0,12.0,,,1.0,Dict 2,,,400.0,400.0,750.0,375.0,,,B,B1,050326P3-10
367,control,050326P3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,1.0,,400.0,9.0,,,1.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,B,B1,050326P3-1
368,control,050326P3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,1.0,,0.0,5.0,,,1.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,B,B1,050326P3-2
369,control,050326P3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,,750.0,12.0,,,2.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,A,A1,050326P3-3
370,control,050326P3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,,750.0,6.0,,,2.0,Resp 2a,750.0,0.0,400.0,400.0,750.0,375.0,,,A,A1,050326P3-4
